tidspunkt,temperatur,trykk,fuktighet,pm25,pm10
2022-11-25 23:54:58.470274,4.518390220700122,1008.6000731111893,59.990300098276336,0,0
2022-11-25 23:55:31.385536,4.512396045957528,1008.6955595322527,60.16396932897716,0,0
2022-11-25 23:56:04.237732,4.507324052161327,1008.7259401609704,60.07945974807502,0,0
2022-11-25 23:56:37.154255,4.889493014016671,1008.690463512779,60.17761595973254,0,0
2022-11-25 23:57:10.075404,4.372685744034582,1008.6304096715072,60.59053720750544,0,0
2022-11-25 23:58:15.841585,4.660867225122904,1008.807523713815,60.29094236701937,0,0
2022-11-25 23:58:48.763941,4.1148182907597395,1008.7498733170048,59.80467489470724,0,0
2022-11-25 23:59:21.622117,4.302021473906866,1008.7704149825904,59.47953495567398,0,0
2022-11-25 23:59:54.537192,4.652836027502477,1008.7672316810839,59.52919069367713,0,0
2022-11-26 00:00:27.470746,4.29437544039895,1008.7937608996319,59.76109414529376,0,0
2022-11-26 00:01:00.318769,3.994012439424578,1008.6575809953046,59.81061492439614,0,0
2022-11-26 00:01:33.234154,4.241349972528957,1008.7721060156357,59.690546663982246,0,0
2022-11-26 00:02:06.153210,4.23562425481818,1008.7361960323603,59.809274629529355,0,0
2022-11-26 00:02:39.004531,4.292531075934568,1008.7170740495859,59.9824399990242,0,0
2022-11-26 00:03:11.918710,4.946282796247473,1008.7113994982147,59.31056312258247,0,0
2022-11-26 00:03:44.836703,4.627207595045887,1008.6715017317493,59.83635489694793,0,0
2022-11-26 00:04:17.684307,4.197546341538473,1008.7928615695101,59.78376707626885,0,0
2022-11-26 00:04:50.603993,4.9414033181559125,1008.738046438717,59.86644439606977,0,0
2022-11-26 00:05:23.523099,4.324346366627657,1008.9204439810397,59.76750598395121,0,0
2022-11-26 00:05:56.378278,4.426440237493779,1008.7960759418607,60.12158420518073,0,0
2022-11-26 00:06:29.296800,4.21948604698925,1008.8279440864068,59.877210189627256,0,0
2022-11-26 00:07:02.210019,4.436584235906262,1008.7849620783797,60.30117861702463,0,0
2022-11-26 00:07:35.052684,4.620098526255153,1008.8657334943413,60.239777526094166,0,0
2022-11-26 00:08:07.974760,4.668513143707069,1008.895145136294,59.78818153838182,0,0
2022-11-26 00:08:40.896343,4.824823317921954,1008.9369115414379,59.57785826746972,0,0
2022-11-26 00:09:13.740422,4.54843689645532,1008.8043851993691,59.45428644419255,0,0
2022-11-26 00:09:46.662280,4.902479073214861,1008.9623370354378,59.33002771783011,0,0
2022-11-26 00:10:19.573382,4.5841333935822774,1008.8031097081627,60.09603977892864,0,0
2022-11-26 00:10:52.425417,4.371377680234224,1008.7578277774791,59.83783790700658,0,0
2022-11-26 00:11:25.347567,4.504825700430221,1008.8826492180109,60.09825397103035,0,0
2022-11-26 00:11:58.268665,3.8734749211689774,1008.8278787415718,60.43631113742556,0,0
2022-11-26 00:12:31.116511,4.396737709366935,1008.8359878616069,60.01280081962144,0,0
2022-11-26 00:13:04.028221,4.576294840351399,1008.911335444359,60.20644845054403,0,0
2022-11-26 00:13:36.955102,5.0219018898322405,1008.8360587035789,59.9674399259254,0,0
2022-11-26 00:14:09.797335,5.041728854604898,1009.0053561910188,59.662273680123825,0,0
2022-11-26 00:14:42.724378,4.893257238675408,1008.8768647396777,60.08379235944263,0,0
2022-11-26 00:15:15.642393,4.732143811320545,1008.980729590183,59.81697010261528,0,0
2022-11-26 00:15:48.493007,5.0873008418119685,1008.8875799403635,60.30650296637119,0,0
2022-11-26 00:16:21.406690,4.765266633503417,1008.9821670643838,60.59748025047474,0,0
2022-11-26 00:16:54.323342,3.950669909551662,1008.9321323649949,60.89458202542489,0,0
2022-11-26 00:17:27.173753,4.815793854476723,1009.0248373122117,60.27060506403937,0,0
2022-11-26 00:18:00.080959,4.389360245834161,1008.9265538128144,60.28139962192988,0,0
2022-11-26 00:18:33.004924,4.800385431631345,1008.9045478964695,59.82484137431514,0,0
2022-11-26 00:19:05.856327,4.918617285239468,1009.0345095032774,59.92129826212414,0,0
2022-11-26 00:19:38.772163,4.7636905328431425,1008.9148751122366,60.25276779313332,0,0
2022-11-26 00:20:11.693036,4.052378415661642,1009.0008454942108,60.264031768764006,0,0
2022-11-26 00:20:44.532485,4.566419486647994,1009.0708393494945,59.82944872794763,0,0
2022-11-26 00:21:17.449655,4.933641131744654,1009.0314985617416,59.51336820070767,0,0
2022-11-26 00:21:50.375645,4.909664317453131,1008.9317789460671,59.28032691372769,0,0
2022-11-26 00:22:23.223155,4.6392720570878065,1008.9686696986547,59.515718554909654,0,0
2022-11-26 00:22:56.141725,4.885687507601962,1008.9844267470525,59.56959900982826,0,0
2022-11-26 00:23:29.054532,4.329033790783608,1008.9587931564721,59.17206717740804,0,0
2022-11-26 00:24:01.902536,4.636697821627696,1009.1040161240572,59.70787522903012,0,0
2022-11-26 00:24:34.824736,4.348784203918354,1008.9412223960845,60.27982383550957,0,0
2022-11-26 00:25:07.740414,4.422290420190478,1008.9699117308347,60.17940098200373,0,0
2022-11-26 00:25:40.596790,4.655334134646206,1008.9631651606271,60.554245014855915,0,0
2022-11-26 00:26:13.518467,4.057642988291395,1008.9550461697019,60.84614435518654,0,0
2022-11-26 00:26:46.439707,4.187863435635443,1009.0147385250716,60.811098853189826,0,0
2022-11-26 00:27:19.291197,4.764805543020368,1008.9898943108076,60.808222631177365,0,0
2022-11-26 00:27:52.212249,4.405691152307412,1008.9236896509814,60.58982886954338,0,0
2022-11-26 00:28:25.133127,4.5578511875625525,1008.9556280929045,60.53256392273074,0,0
2022-11-26 00:28:57.978768,4.710203958994837,1008.8860461349316,60.53004836459202,0,0
2022-11-26 00:29:30.906353,4.113435017014876,1008.9584772235062,60.17892978423842,0,0
2022-11-26 00:30:03.827609,4.286075800516143,1008.9990985342511,60.46714295910996,0,0
2022-11-26 00:30:36.677577,4.552318092238248,1009.1328116461489,60.61141301489918,0,0
2022-11-26 00:31:09.598566,4.594277404350247,1008.9823834209797,60.58670784384218,0,0
2022-11-26 00:31:42.517904,4.646112317710528,1008.9124727292698,60.84899370623468,0,0
2022-11-26 00:32:15.365903,5.090528477871648,1009.1032976145813,60.91268815220508,0,0
2022-11-26 00:32:48.277012,4.675622134216836,1008.9674253338177,60.518149996225006,0,0
2022-11-26 00:33:21.200973,4.287727625254615,1008.9703362887686,60.32276721295596,0,0
2022-11-26 00:33:54.050388,4.5813668453289536,1008.9090879296596,60.43332885307738,0,0
2022-11-26 00:34:26.968704,4.975062973646739,1008.945265573059,60.71115991530537,0,0
2022-11-26 00:34:59.880771,4.66916686128133,1008.9779581878523,61.05542690539597,0,0
2022-11-26 00:35:32.736054,4.554162457320075,1008.9578642642841,60.69055024053817,0,0
2022-11-26 00:36:05.655525,4.485459875761254,1009.0301296085229,60.545534264678054,0,0
2022-11-26 00:36:38.574148,4.506938620927946,1009.0067420181706,60.56542025759174,0,0
2022-11-26 00:37:11.415093,4.130495394234438,1009.003595327356,60.516967310281295,0,0
2022-11-26 00:37:44.339011,4.3034047496666386,1009.0767352686344,60.05444148824306,0,0
2022-11-26 00:38:17.252036,4.370263095675889,1009.1048975544119,60.1466679421454,0,0
2022-11-26 00:38:50.106266,4.370455497450274,1008.9620225455428,60.28593731171284,0,0
2022-11-26 00:39:23.020998,4.994505372580708,1008.9282877004397,59.46288686215213,0,0
2022-11-26 00:39:55.946026,4.655871382669217,1008.983435155416,59.53216813047771,2,2
2022-11-26 00:40:28.509860,4.63604441069412,1009.153624059605,59.74242640408911,0,0
2022-11-26 00:41:01.423474,4.892603894603336,1009.1317647638747,59.72812133777928,0,0
2022-11-26 00:41:34.278018,4.578868973629148,1009.0425866676574,60.38367836764087,0,0
2022-11-26 00:42:07.200807,4.031629286359098,1008.9877660350417,60.71137276373166,0,0
2022-11-26 00:42:40.119231,4.629974139653653,1009.0157732455067,61.50697199419828,0,0
2022-11-26 00:43:12.967933,4.214799724617791,1008.6106666207452,61.60945457151453,0,0
2022-11-26 00:43:45.885135,4.943440573442991,1008.9796883428585,61.723319993216045,0,0
2022-11-26 00:44:18.804442,4.269669453994712,1009.1343323743839,61.501096118096875,0,0
2022-11-26 00:44:51.654032,4.066789898317107,1009.0022497462768,62.16672473480966,0,0
2022-11-26 00:45:24.574024,4.720079773969703,1008.8903670305474,61.88104255804197,0,0
2022-11-26 00:45:57.492673,4.426172178445223,1008.9074800258543,61.67244458239838,0,0
2022-11-26 00:46:30.343422,4.918080606810252,1008.9528405571427,61.82234434050226,0,0
2022-11-26 00:47:03.264939,4.359314138884528,1008.8941665430556,61.81713539537384,0,0
2022-11-26 00:47:36.179494,4.337181829946705,1009.1971381889693,61.768829499852025,0,0
2022-11-26 00:48:09.037529,4.442771421203498,1009.0811270877354,62.08916370509098,0,0
2022-11-26 00:48:41.958065,4.39969697276155,1008.9910477913936,61.19556127565611,0,0
2022-11-26 00:49:14.877711,4.885150214814128,1008.9724439123161,61.007982754882526,0,0
2022-11-26 00:49:47.721271,4.638734864634922,1008.94342730794,61.19120360514971,0,0
2022-11-26 00:50:20.646503,3.9790648403420636,1008.8871901691999,60.90960778945364,0,0
2022-11-26 00:50:53.566023,4.631625814482514,1008.857914342903,60.65143642065298,0,0
2022-11-26 00:51:26.410746,4.243462813632345,1008.9226772296113,60.86934433735501,0,0
2022-11-26 00:51:59.328071,4.113703639482766,1009.0025562016765,60.37714800296202,0,0
2022-11-26 00:52:32.250477,4.644075286920848,1008.9952351802307,60.51485925285401,0,0
2022-11-26 00:53:05.099828,4.379023847021767,1009.0788823645936,59.90967011008604,0,0
2022-11-26 00:53:42.367754,4.444691232576935,1008.9757827758056,60.27300301327141,0,0
2022-11-26 00:54:15.220912,4.577024605111957,1009.0470176438441,60.34141894215146,0,0
2022-11-26 00:54:48.138417,4.450493156461389,1008.9402830224228,59.85964945772172,0,0
2022-11-26 00:55:21.057034,4.70198063156193,1008.9488180156382,59.98758878136194,0,0
2022-11-26 00:55:53.903571,4.797887921859904,1009.1754646530209,59.569161802624116,0,0
2022-11-26 00:56:26.821409,4.955312486943977,1008.9959812634429,59.56694247319672,0,0
2022-11-26 00:56:59.739356,4.272972686365637,1008.9180223930307,60.09018378404165,0,0
2022-11-26 00:57:32.588695,4.582750119448225,1008.9736441544774,60.24887340892994,0,0
2022-11-26 00:58:05.507553,4.407342813931797,1008.9959477497292,60.47188956494932,0,0
2022-11-26 00:58:38.424995,4.7277254204080394,1009.0806998373322,60.435860422536535,0,0
2022-11-26 00:59:11.269567,4.613911980447893,1009.2067974309159,60.0211364259447,1,1
2022-11-26 00:59:44.199245,4.625631624476199,1009.1719842318436,60.44033043765692,0,0
2022-11-26 01:00:17.117346,4.84622589274161,1009.3209622308827,60.22960831801264,0,0
2022-11-26 01:00:49.966941,4.334951465262741,1009.2178020670103,60.421614914979614,0,1
2022-11-26 01:01:22.885176,4.7277254204080394,1009.2512109099744,60.978724352762676,0,0
2022-11-26 01:01:55.804451,4.522615745674967,1009.3267485523943,60.334030158973725,0,0
2022-11-26 01:02:28.649121,4.926455846091533,1009.2226568635502,60.454172556832326,0,0
2022-11-26 01:03:01.569184,4.483691816846486,1009.3474224977955,60.13521706575722,0,0
2022-11-26 01:03:34.493152,4.448379965867231,1009.2334944474152,60.89524385275787,0,0
2022-11-26 01:04:07.337097,4.532298676614112,1009.2968673575822,61.29397701683543,0,0
2022-11-26 01:04:40.262202,4.73602506085246,1009.234594779944,61.80110225949043,0,0
2022-11-26 01:05:13.180813,4.36426889772817,1009.3312622848944,62.33963182635154,0,0
2022-11-26 01:05:46.032282,4.375066411435714,1009.4029262179357,62.220334444622615,0,0
2022-11-26 01:06:18.949837,5.153044311166659,1009.3125443494546,62.60513868994077,0,0
2022-11-26 01:06:51.866171,4.449302149206226,1009.3653941804921,62.69766416076414,0,0
2022-11-26 01:07:24.719772,4.357544939164661,1009.3307621523837,63.38904626749057,0,0
2022-11-26 01:07:57.638805,4.336066468538039,1009.3043379653948,63.74187941739766,0,0
2022-11-26 01:08:30.557992,4.308133180207567,1009.3429442407984,64.62022462804693,0,0
2022-11-26 01:09:03.407406,4.252341347401623,1009.5015917843205,64.96483340709395,1,1
2022-11-26 01:09:36.326065,4.5150883491667075,1009.3785462508266,66.09255951243746,0,0
2022-11-26 01:10:09.248361,3.883203542627789,1009.5125997836628,67.18597882596555,0,0
2022-11-26 01:10:42.097776,4.338224625846042,1009.3587063524777,67.57568571549639,0,1
2022-11-26 01:11:15.017956,4.479511842438009,1009.3039815100202,67.90263013858346,0,0
2022-11-26 01:11:47.931461,3.9703490796803953,1009.4675037036696,68.98085762877949,0,0
2022-11-26 01:12:20.790013,3.6893523799348014,1009.6006757911669,68.57325472155343,0,0
2022-11-26 01:12:53.711090,3.6981130412665992,1009.3134600788416,68.29547629647664,0,0
2022-11-26 01:13:26.632480,3.6928468230385683,1009.4175952195196,68.55850178130083,0,1
2022-11-26 01:13:59.478528,3.7428385320413184,1009.4411031791371,67.96175773082214,0,0
2022-11-26 01:14:32.407482,3.75917110692222,1009.4658152357033,68.40288146461576,0,0
2022-11-26 01:15:05.330890,4.0657942589952745,1009.4901468367096,68.00398670891974,0,0
2022-11-26 01:15:38.184820,3.925623585082767,1009.3001723213912,68.22779890186362,0,0
2022-11-26 01:16:11.108613,3.1836116987225234,1009.4974185407733,68.95258665731075,0,0
2022-11-26 01:16:44.032832,3.871943128166434,1009.5120758732451,68.97660641028405,0,0
2022-11-26 01:17:16.888994,3.9717323426462308,1009.3401628057562,68.66070346632323,0,0
2022-11-26 01:17:49.816249,3.631061018148567,1009.4432976302819,69.00156391280878,0,0
2022-11-26 01:18:22.738507,3.5992459510119277,1009.6220808906282,69.17311967466108,0,0
2022-11-26 01:18:55.600215,3.7608209502129215,1009.5567669688528,68.93922821349624,0,0
2022-11-26 01:19:28.518699,3.8631824550719642,1009.4553401285867,68.07297026440312,0,0
2022-11-26 01:20:01.449982,3.525932999984292,1009.5182765446468,68.61277807211226,0,2
2022-11-26 01:20:34.307105,3.77557575673202,1009.5098348496151,68.88226227999317,0,0
2022-11-26 01:21:07.234382,3.135197555611885,1009.4348292088741,69.2019103243228,0,0
2022-11-26 01:21:40.160374,3.5542538355087885,1009.4696169517844,69.20117223964316,0,0
2022-11-26 01:22:13.010725,3.8332117358107762,1009.427939878606,68.50201926407863,0,0
2022-11-26 01:22:45.941620,4.045045300984689,1009.662256592025,69.00056262859395,0,0
2022-11-26 01:23:18.867164,3.3323488027644412,1009.5302135529898,68.60955030269761,0,0
2022-11-26 01:23:51.724075,3.5393045414159054,1009.5639591802163,68.47697668378844,0,0
2022-11-26 01:24:24.645522,3.779264458624537,1009.5092642090286,68.88770674707752,0,0
2022-11-26 01:24:57.575726,3.600168126760938,1009.5553727077223,69.09442391045681,0,0
2022-11-26 01:25:30.427107,3.6877748528695236,1009.5124505811805,69.15158092086202,0,0
2022-11-26 01:26:03.357428,4.0395122460768125,1009.4621738514671,68.41747775761597,0,0
2022-11-26 01:26:36.283425,3.666370858927767,1009.5874386344608,68.66297413638172,0,0
2022-11-26 01:27:09.143199,3.4428164920572817,1009.4874511053229,67.77002999241927,0,0
2022-11-26 01:27:42.069809,3.783487488126304,1009.5564127634326,68.31183032846596,0,0
2022-11-26 01:28:14.996520,3.819185053184971,1009.5729159596763,68.23943620376913,0,0
2022-11-26 01:28:47.852288,3.7039129404607287,1009.5300040721006,68.51706816936085,0,0
2022-11-26 01:29:20.777427,4.268212046045444,1009.5011405579341,68.1824866048034,0,0
2022-11-26 01:29:53.705367,4.16446712704322,1009.5281967090289,68.68656258923981,0,0
2022-11-26 01:30:26.561779,3.768004222467094,1009.5368143840802,68.59919119931844,0,0
2022-11-26 01:30:59.489751,4.186866665185661,1009.4848969183643,68.35758888679995,0,1
2022-11-26 01:31:32.415876,4.3348763813166,1009.5948428266463,67.82918448546422,0,1
2022-11-26 01:32:05.264257,3.5195508545044527,1009.4651527348022,67.83123088587068,0,0
2022-11-26 01:32:38.196169,3.4872746193756052,1009.5011926236361,68.15534101987363,0,0
2022-11-26 01:33:11.122675,4.2647907625554335,1009.5213699217223,67.45770775231833,0,0
2022-11-26 01:33:43.975272,4.237854229926658,1009.5582245671134,67.13074885232176,0,0
2022-11-26 01:34:16.906934,3.871094484745141,1009.5481521440848,67.58057753676299,0,0
2022-11-26 01:34:49.836061,4.078123886013606,1009.549575946691,67.14935032601478,0,0
2022-11-26 01:35:22.692164,4.219947138613588,1009.4874629035579,66.58310480632309,0,0
2022-11-26 01:35:55.618385,4.334029282738249,1009.6620428754532,66.47286858820158,0,0
2022-11-26 01:36:28.544372,3.8123427836036576,1009.6001024983509,66.77353755698148,0,0
2022-11-26 01:37:01.398269,3.672439330586524,1009.5587734057075,67.0244914175961,0,0
2022-11-26 01:37:34.321610,4.125616200693451,1009.7236013677142,66.90453424383912,0,0
2022-11-26 01:38:07.243976,4.235087689072831,1009.6062364689108,66.90976151390973,0,0
2022-11-26 01:38:40.093519,4.068634256482227,1009.4991817466815,67.1853950652076,0,0
2022-11-26 01:39:13.024943,3.8328240526144493,1009.676347156176,67.31583738479348,0,0
2022-11-26 01:39:45.945909,3.795475810478359,1009.681534587325,67.90783651037243,0,0
2022-11-26 01:40:18.804752,3.7380334751334674,1009.6301606905307,68.10393179338571,0,0
2022-11-26 01:40:51.729744,3.8971090595274616,1009.6342286335436,67.61297856611304,0,1
2022-11-26 01:41:24.656073,3.6117687134961693,1009.7039518878679,67.7833798990787,0,0
2022-11-26 01:41:57.510832,3.904486482676649,1009.5999958757282,68.02318651688884,0,0
2022-11-26 01:42:30.434913,3.5868698850950773,1009.7272644070139,68.50726687982605,0,0
2022-11-26 01:43:03.359360,3.9174713858454293,1009.7351331952777,67.76738772254706,0,0
2022-11-26 01:43:36.207109,3.956664088350349,1009.723839946972,67.44859801478646,0,0
2022-11-26 01:44:09.137481,3.9587015406453485,1009.7450768438337,68.1842448985315,0,0
2022-11-26 01:44:42.060055,4.275663627520477,1009.8481599947705,67.85822560642104,0,0
2022-11-26 01:45:14.914643,4.187863435635443,1009.7430533052435,67.88055677259705,0,0
2022-11-26 01:45:47.834268,3.5336511807000397,1009.7560606840535,68.24772084382558,0,0
2022-11-26 01:46:20.763506,3.822025677609359,1009.7225095124841,68.07796217738104,0,1
2022-11-26 01:46:53.616006,4.081544764373749,1009.8785751296095,68.50522923629418,0,0
2022-11-26 01:47:26.539863,3.5306169941152525,1009.8588489044704,68.61991688818081,0,0
2022-11-26 01:47:59.462585,3.6825089708309013,1009.7654632499888,68.80039203355005,0,0
2022-11-26 01:48:32.326025,3.8245244423197784,1009.7624369416709,68.62921930509616,1,1
2022-11-26 01:49:05.246456,3.9297280551630074,1009.725857555241,67.89998172814411,0,0
2022-11-26 01:49:38.179241,4.060870625661504,1009.8097720422157,68.121769277442,0,0
2022-11-26 01:50:11.035729,3.943485574050815,1009.7186936504311,68.26755379209852,0,0
2022-11-26 01:50:43.953242,4.281464889700039,1009.73359342639,68.15879380852816,0,0
2022-11-26 01:51:16.878398,3.933877877491266,1009.8301314765214,67.5109393802265,0,0
2022-11-26 01:51:49.737913,3.8882298391961676,1009.8503107445592,67.61384180737552,0,0
2022-11-26 01:52:22.661644,4.018450255217979,1009.7957100867629,67.88295398414954,0,0
2022-11-26 01:52:55.584318,3.5887142425902034,1009.8767172290379,68.78582360083425,0,0
2022-11-26 01:53:28.438956,3.645621860865308,1009.7728383957307,68.94026426625003,0,0
2022-11-26 01:54:01.364349,3.9183191522144547,1009.8596540873513,69.4684572279469,0,0
2022-11-26 01:54:34.283339,4.1513628020551305,1009.7503695017681,69.02690946895405,0,0
2022-11-26 01:55:07.148839,3.673942207963866,1009.939243781017,69.71257529072453,0,0
2022-11-26 01:55:40.074577,3.8943425259548974,1009.8377290766892,69.89777635186772,0,0
2022-11-26 01:56:13.000364,3.8136519894292276,1010.0658994768258,70.41312928988283,0,0
2022-11-26 01:56:45.852005,3.501762232419834,1009.9472904676248,70.51283532828558,0,0
2022-11-26 01:57:18.783960,3.3330040258753053,1010.073803666622,70.72386346570072,0,0
2022-11-26 01:57:51.706524,3.576847097626782,1009.908200549327,71.23255677574662,0,0
2022-11-26 01:58:24.566243,3.716095453225975,1010.0541873457303,71.44500330296363,0,0
2022-11-26 01:58:57.492368,3.408355712375216,1009.9438110775667,71.35065260988641,0,0
2022-11-26 01:59:30.415935,3.5826467886529842,1009.9396925921533,71.07724525259734,0,0
2022-11-26 02:00:03.273478,3.304683497878252,1010.0513980837156,71.2643811295405,0,0
2022-11-26 02:00:36.199433,3.245664200545982,1010.0886286772089,71.11937251302584,0,0
2022-11-26 02:01:09.123715,3.683892237659058,1010.1029457666456,70.44416086028727,0,0
